station,year,month,tmean,tmin,tmax,rh,wind,rainfall,sunshine,solar_rad,evaporation,eto,date,month_sin,month_cos
بلدروز,1999,1,12.2,7.9,17.7,73.0,1.8,102.0,5.9,295.104,76.2,46.91,1999-01-01,0.49999999999999994,0.8660254037844387
خانقين,1999,1,12.4,8.0,17.3,75.0,1.2,90.5,6.3,295.104,51.048,,1999-01-01,0.49999999999999994,0.8660254037844387
الخالص,1999,2,12.9,6.2,20.8,69.0,2.8,27.7,7.5,398.112,62.64448,69.21,1999-02-01,0.8660254037844386,0.5000000000000001
بلدروز,1999,2,14.3,8.7,20.9,63.0,2.2,14.6,7.8,409.24799999999993,92.7,69.2,1999-02-01,0.8660254037844386,0.5000000000000001
خانقين,1999,2,13.1,7.4,19.5,62.0,1.4,43.7,7.3,384.192,191.7,,1999-02-01,0.8660254037844386,0.5000000000000001
الخالص,1999,3,16.3,8.9,24.5,53.0,3.8,3.0,8.4,509.47200000000004,118.46864000000001,132.35,1999-03-01,1.0,6.123233995736766e-17
بلدروز,1999,3,18.1,12.0,24.6,49.0,3.1,54.8,7.6,484.41599999999994,179.3,125.52,1999-03-01,1.0,6.123233995736766e-17
خانقين,1999,3,16.4,10.6,23.3,46.0,1.6,0.5,7.4,470.49599999999987,412.6,,1999-03-01,1.0,6.123233995736766e-17
الخالص,1999,4,21.9,12.7,30.4,49.0,3.0,3.6,9.6,629.184,172.1304,161.44,1999-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,1999,4,24.8,16.9,32.3,34.0,2.7,0.9,9.5,626.4000000000001,248.4,177.02,1999-04-01,0.8660254037844387,-0.4999999999999998
خانقين,1999,4,22.5,20.4,30.3,35.0,1.6,5.5,9.3,612.48,207.512219904,,1999-04-01,0.8660254037844387,-0.4999999999999998
الخالص,1999,5,28.6,19.1,37.5,40.0,3.4,0.1,10.6,707.136,267.9872,237.1,1999-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,1999,5,32.0,23.0,40.0,25.0,3.3,0.3,10.5,704.352,390.5,262.2,1999-05-01,0.49999999999999994,-0.8660254037844387
خانقين,1999,5,30.3,23.0,39.1,31.0,1.3,0.0,9.1,645.8879999999999,314.48799999999994,,1999-05-01,0.49999999999999994,-0.8660254037844387
الخالص,1999,6,32.2,22.9,41.4,38.0,3.2,0.0,11.4,751.6800000000001,320.36288,254.93,1999-06-01,1.2246467991473532e-16,-1.0
بلدروز,1999,6,36.2,27.5,43.7,24.0,3.5,0.0,12.2,785.0880000000001,473.2,295.0,1999-06-01,1.2246467991473532e-16,-1.0
خانقين,1999,6,34.4,27.0,42.4,26.0,1.1,0.0,11.0,734.9759999999999,493.82,,1999-06-01,1.2246467991473532e-16,-1.0
الخالص,1999,7,34.8,26.1,43.9,32.0,4.4,0.0,10.7,715.488,328.5424,311.3,1999-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,1999,7,37.2,28.6,44.9,25.0,4.4,0.001,10.3,698.784,498.6,331.87,1999-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,1999,7,36.3,28.7,44.5,21.0,1.6,1.0,10.0,684.864,546.072,,1999-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,1999,8,35.5,25.6,45.5,29.0,4.3,0.0,10.7,682.08,304.44304,322.96,1999-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,1999,8,38.3,29.5,46.8,19.0,3.9,0.0,11.2,704.352,511.5,326.16,1999-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,1999,8,36.9,28.4,46.2,23.0,1.4,0.0,10.4,668.16,480.23232596992,,1999-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,1999,9,29.7,19.9,39.8,37.0,2.9,0.0,10.5,609.6959999999999,226.41888,213.14,1999-09-01,-1.0,-1.8369701987210297e-16
بلدروز,1999,9,32.5,23.3,40.8,30.0,2.8,0.0,10.8,623.616,372.3,221.5,1999-09-01,-1.0,-1.8369701987210297e-16
خانقين,1999,9,31.2,23.2,39.8,29.0,1.0,0.0,9.7,573.504,342.2128,,1999-09-01,-1.0,-1.8369701987210297e-16
الخالص,1999,10,25.1,16.5,34.5,48.0,2.2,0.1,8.0,434.3039999999999,148.98304,139.67,1999-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,1999,10,28.2,20.3,36.4,34.0,1.8,0.3,8.6,456.5759999999999,263.8,144.97,1999-10-01,-0.8660254037844386,0.5000000000000001
خانقين,1999,10,26.4,19.6,34.7,42.0,1.0,11.0,7.7,420.38399999999996,348.6,,1999-10-01,-0.8660254037844386,0.5000000000000001
الخالص,1999,11,15.1,7.7,24.3,59.0,1.7,0.1,6.9,328.512,76.01567999999999,72.57,1999-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,1999,11,17.3,11.0,24.9,53.0,1.9,24.8,7.4,348.0,123.1,83.93,1999-11-01,-0.5000000000000004,0.8660254037844384
خانقين,1999,11,16.9,11.2,23.1,60.0,0.9,0.1,6.5,311.808,84.8,,1999-11-01,-0.5000000000000004,0.8660254037844384
الخالص,1999,12,10.9,5.4,17.8,79.0,1.4,41.0,5.0,250.55999999999995,50.8,38.67,1999-12-01,-2.4492935982947064e-16,1.0
بلدروز,1999,12,12.2,7.2,18.1,72.0,1.4,45.4,5.5,264.48,77.4,43.7,1999-12-01,-2.4492935982947064e-16,1.0
خانقين,1999,12,12.6,6.9,18.9,82.0,0.9,19.5,6.0,267.264,28.5,,1999-12-01,-2.4492935982947064e-16,1.0
الخالص,2000,1,8.5,3.3,15.0,76.0,2.8,31.8,5.8,289.536,57.6,46.94,2000-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2000,1,9.5,4.7,15.1,76.0,2.3,45.2,6.2,303.456,60.7,45.42,2000-01-01,0.49999999999999994,0.8660254037844387
خانقين,2000,1,9.2,4.6,14.4,75.5,1.3,38.7,6.1,289.536,46.1,,2000-01-01,0.49999999999999994,0.8660254037844387
الخالص,2000,2,10.8,3.6,18.6,61.0,2.8,3.3,7.8,406.46399999999994,103.2,69.8,2000-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2000,2,11.9,5.5,19.0,61.0,2.5,5.8,7.8,409.24799999999993,108.0,68.83,2000-02-01,0.8660254037844386,0.5000000000000001
خانقين,2000,2,10.9,4.9,17.9,70.0,1.5,2.7,7.4,386.976,107.54,,2000-02-01,0.8660254037844386,0.5000000000000001
الخالص,2000,3,15.3,6.5,23.7,48.0,3.4,1.3,8.6,517.8240000000001,199.0,127.34,2000-03-01,1.0,6.123233995736766e-17
بلدروز,2000,3,17.0,9.5,24.4,43.0,3.6,8.5,12.0,643.1040000000002,213.2,147.35,2000-03-01,1.0,6.123233995736766e-17
خانقين,2000,3,15.2,8.4,22.6,66.1,1.6,29.0,7.2,462.144,203.98,,2000-03-01,1.0,6.123233995736766e-17
الخالص,2000,4,24.9,16.7,32.6,45.0,3.4,5.7,6.9,523.392,265.4,172.19,2000-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2000,4,26.7,19.9,34.0,34.0,3.2,1.8,6.6,512.256,284.8,185.01,2000-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2000,4,24.9,18.7,32.2,50.4,2.0,3.2,6.5,503.904,216.93466388479996,,2000-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2000,5,28.7,19.4,37.3,31.0,3.2,0.9,10.3,696.0,354.7,239.48,2000-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2000,5,31.5,23.2,38.6,24.0,3.3,0.2,10.3,696.0,404.3,258.78,2000-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2000,5,29.6,21.8,37.1,32.1,1.8,0.1,9.4,657.024,306.2856,,2000-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2000,6,32.8,22.9,40.6,27.0,4.6,0.0,9.6,679.2959999999998,502.8,295.14,2000-06-01,1.2246467991473532e-16,-1.0
بلدروز,2000,6,35.3,26.2,43.0,23.0,4.4,0.0,11.6,760.0319999999999,465.4,318.29,2000-06-01,1.2246467991473532e-16,-1.0
خانقين,2000,6,33.4,25.0,41.8,27.8,1.6,0.0,8.8,645.8879999999999,488.66400000000004,,2000-06-01,1.2246467991473532e-16,-1.0
الخالص,2000,7,37.5,27.7,46.4,24.0,3.0,0.0,8.3,618.0479999999999,331.73088,270.45,2000-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2000,7,39.6,31.2,47.2,19.0,3.4,0.0,9.2,654.2399999999999,488.9,307.94,2000-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2000,7,39.6,32.0,47.0,25.1,1.7,0.0,11.575999999999999,748.8959999999998,546.8064,,2000-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2000,8,35.5,25.1,44.8,25.0,3.0,0.0,10.3,665.3759999999999,305.93164800000005,270.0,2000-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2000,8,38.2,28.9,47.1,22.0,2.4,0.0,11.4,712.7040000000001,456.8,265.41,2000-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2000,8,37.1,28.3,46.0,25.8,1.0,0.0,9.0,612.48,475.778791163904,,2000-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2000,9,29.5,19.3,38.6,36.0,2.2,0.3,9.2,559.584,289.9,181.7,2000-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2000,9,32.1,23.5,40.7,28.0,3.3,0.0,9.8,584.64,326.3,238.22,2000-09-01,-1.0,-1.8369701987210297e-16
خانقين,2000,9,30.9,22.9,39.3,27.3,1.3,0.1,8.2,520.608,332.73536,,2000-09-01,-1.0,-1.8369701987210297e-16
الخالص,2000,10,22.3,14.3,31.1,50.0,1.8,7.2,9.2,473.28,188.9,122.58,2000-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2000,10,24.2,16.9,32.4,44.0,2.6,20.2,8.7,462.144,195.4,148.85,2000-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2000,10,23.3,16.4,31.7,37.5,0.8,1.4,8.6,448.22400000000005,239.44799999999995,,2000-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2000,11,15.0,8.3,23.0,67.0,1.1,35.1,7.0,331.296,90.0,58.97,2000-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2000,11,16.9,11.2,24.0,63.0,1.7,25.0,6.9,334.08,89.3,70.61,2000-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2000,11,16.4,10.5,23.4,54.9,0.9,59.3,7.0,325.72799999999995,91.8,,2000-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2000,12,10.9,6.7,16.3,85.0,1.8,98.4,5.3,256.128,45.9,37.04,2000-12-01,-2.4492935982947064e-16,1.0
بلدروز,2000,12,12.2,8.5,17.1,84.0,2.2,72.4,4.9,250.55999999999995,46.9,41.1,2000-12-01,-2.4492935982947064e-16,1.0
خانقين,2000,12,11.7,8.0,16.2,74.7,0.6,154.4,4.5,231.072,45.9,,2000-12-01,-2.4492935982947064e-16,1.0
الخالص,2001,1,10.0,4.3,15.7,81.6,1.7,44.6,5.36,278.4,51.4,38.32,2001-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2001,1,10.85,5.3,16.6,78.0,1.6,46.7,7.1,325.72799999999995,47.2,43.68,2001-01-01,0.49999999999999994,0.8660254037844387
خانقين,2001,1,10.8,4.6,17.1,79.0,1.2,31.9,7.1,314.592,70.5,,2001-01-01,0.49999999999999994,0.8660254037844387
الخالص,2001,2,12.3,6.0,18.6,72.2,2.7,29.7,7.08,384.192,75.4,59.46,2001-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2001,2,13.100000000000001,7.5,19.3,65.0,2.2,19.6,7.5,400.896,89.3,62.82,2001-02-01,0.8660254037844386,0.5000000000000001
خانقين,2001,2,12.0,5.1,18.2,68.0,1.6,44.2,6.9,373.05600000000004,93.2,,2001-02-01,0.8660254037844386,0.5000000000000001
الخالص,2001,3,17.9,11.0,24.8,64.8,2.4,21.5,7.6,481.63200000000006,137.8,102.16,2001-03-01,1.0,6.123233995736766e-17
بلدروز,2001,3,17.55,12.9,26.4,51.0,2.4,51.0,8.2,506.688,166.4,120.66,2001-03-01,1.0,6.123233995736766e-17
خانقين,2001,3,15.799999999999999,11.1,24.9,62.0,1.2,59.7,7.5,473.28,124.6,,2001-03-01,1.0,6.123233995736766e-17
الخالص,2001,4,22.7,13.9,31.4,53.2,2.3,17.6,8.72,592.992,170.8,148.38,2001-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2001,4,25.75,17.5,32.0,63.0,3.7,10.3,9.6,629.184,266.6,165.99,2001-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2001,4,23.7,13.9,30.4,57.0,1.4,7.7,8.9,595.776,216.2,,2001-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2001,5,26.3,17.5,35.1,40.4,3.5,1.1,10.459999999999999,704.352,278.8,225.91,2001-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2001,5,31.75,21.7,37.9,31.0,4.4,0.4,10.0,684.864,433.9,274.15,2001-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2001,5,29.950000000000003,18.1,36.2,32.0,2.1,1.7,10.5,701.568,352.1,,2001-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2001,6,31.2,21.4,40.9,30.8,4.3,0.0,11.74,762.816,445.9,293.68,2001-06-01,1.2246467991473532e-16,-1.0
بلدروز,2001,6,35.75,24.8,43.3,25.0,4.7,0.0,13.3,829.632,512.2,338.0,2001-06-01,1.2246467991473532e-16,-1.0
خانقين,2001,6,33.9,24.0,42.1,25.0,2.3,0.0,12.5,796.224,577.9,,2001-06-01,1.2246467991473532e-16,-1.0
الخالص,2001,7,33.8,23.5,44.1,32.1,2.7,0.0,11.319999999999999,740.5440000000001,468.3,261.28,2001-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2001,7,38.400000000000006,27.9,46.0,22.0,3.6,0.0,12.6,793.4399999999998,527.2,321.69,2001-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2001,7,37.95,26.1,43.8,24.0,2.1,0.0,12.1,771.1679999999999,554.26768,,2001-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2001,8,35.2,25.2,45.1,32.9,2.4,0.0,11.379999999999999,709.92,415.7,250.38,2001-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2001,8,38.25,29.1,47.0,23.0,3.1,0.0,11.8,726.624,512.6,293.45,2001-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2001,8,37.0,27.3,46.0,27.0,1.6,0.0,11.4,707.136,539.6,,2001-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2001,9,30.5,20.8,40.1,38.1,2.2,0.1,10.26,601.344,333.2,190.1,2001-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2001,9,32.3,24.6,42.0,24.0,2.9,0.001,10.6,615.264,388.5,234.32,2001-09-01,-1.0,-1.8369701987210297e-16
خانقين,2001,9,31.049999999999997,23.3,41.0,29.0,1.8,0.0,10.2,592.992,410.1,,2001-09-01,-1.0,-1.8369701987210297e-16
الخالص,2001,10,24.7,15.5,33.8,46.6,1.5,4.5,8.7,456.5759999999999,216.0,124.36,2001-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2001,10,26.2,19.4,35.7,30.0,1.9,14.8,9.4,484.41599999999994,271.6,151.34,2001-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2001,10,24.85,18.2,34.6,33.0,1.6,1.2,8.9,456.5759999999999,188.0,,2001-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2001,11,15.5,7.8,23.1,52.7,1.8,22.0,6.840000000000001,325.72799999999995,113.2,73.89,2001-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2001,11,17.1,10.7,24.5,57.0,2.2,7.6,7.2,342.432,153.4,82.85,2001-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2001,11,16.65,9.0,23.8,60.0,0.8,18.6,6.9,322.94399999999996,109.2,,2001-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2001,12,13.1,7.5,18.6,75.9,2.5,17.2,5.08,250.55999999999995,66.5,50.06,2001-12-01,-2.4492935982947064e-16,1.0
بلدروز,2001,12,12.2,9.9,20.1,70.5,2.5,20.1,5.2,258.91200000000003,73.5,58.31,2001-12-01,-2.4492935982947064e-16,1.0
خانقين,2001,12,12.149999999999999,7.7,18.8,82.0,1.5,58.1,5.3,250.55999999999995,48.1,,2001-12-01,-2.4492935982947064e-16,1.0
الخالص,2002,1,9.3,3.9,14.8,78.9,2.2,46.7,5.512,281.18399999999997,59.0,39.65,2002-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2002,1,10.175,5.3,15.0,78.0,2.4,78.1,5.6,286.752,57.8,42.81,2002-01-01,0.49999999999999994,0.8660254037844387
خانقين,2002,1,9.0,4.5,14.5,76.7,1.5,105.8,5.4,270.048,56.1,,2002-01-01,0.49999999999999994,0.8660254037844387
الخالص,2002,2,11.6,5.6,20.2,66.0,2.6,5.7,7.356,395.32800000000003,99.3,66.43,2002-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2002,2,12.5,8.1,20.2,65.0,3.0,72.8,7.5,400.896,112.0,71.09,2002-02-01,0.8660254037844386,0.5000000000000001
خانقين,2002,2,12.5,6.8,19.4,67.2,1.4,41.6,7.3,384.192,91.3,,2002-02-01,0.8660254037844386,0.5000000000000001
الخالص,2002,3,16.6,10.2,25.2,55.8,3.7,38.0,7.760000000000001,489.98400000000004,186.1,128.38,2002-03-01,1.0,6.123233995736766e-17
بلدروز,2002,3,17.275,12.7,25.4,51.0,2.9,10.7,8.0,498.336,176.8,126.45,2002-03-01,1.0,6.123233995736766e-17
خانقين,2002,3,16.6,10.0,24.1,59.620000000000005,1.6,55.3,7.5,473.28,158.6,,2002-03-01,1.0,6.123233995736766e-17
الخالص,2002,4,23.8,14.8,27.6,57.6,3.2,41.4,8.664,592.992,181.1,144.44,2002-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2002,4,26.225,16.9,28.2,53.0,3.5,27.4,6.8,520.608,203.7,147.8,2002-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2002,4,19.9,14.0,26.5,50.480000000000004,1.6,61.5,6.6,506.688,122.8,,2002-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2002,5,27.5,18.0,35.0,39.1,2.3,0.3,10.552,707.136,259.5,197.91,2002-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2002,5,31.625,21.9,37.9,31.0,3.5,0.5,11.2,732.192,371.6,253.67,2002-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2002,5,27.7,19.6,36.1,34.82,1.2,0.0,11.1,726.624,248.4,,2002-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2002,6,32.0,22.0,41.2,31.0,2.7,0.0,11.528,754.4639999999999,363.7,243.02,2002-06-01,1.2246467991473532e-16,-1.0
بلدروز,2002,6,35.525,25.8,43.3,25.0,3.5,0.0,12.7,804.5759999999998,493.1,292.02,2002-06-01,1.2246467991473532e-16,-1.0
خانقين,2002,6,33.4,24.4,42.1,26.160000000000004,1.4,0.0,12.4,790.6560000000001,376.4,,2002-06-01,1.2246467991473532e-16,-1.0
