station,year,month,tmean,tmin,tmax,rh,wind,rainfall,sunshine,solar_rad,evaporation,eto,date,month_sin,month_cos
خانقين,2012,3,14.6,8.5,21.5,46.0,0.9,25.6,6.429261648745521,434.3039999999999,158.6,,2012-03-01,1.0,6.123233995736766e-17
الخالص,2012,4,22.0,15.6,32.3,47.744,2.7,6.4,8.121428571428572,567.936,231.00000000000003,156.55,2012-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2012,4,26.3,19.3,33.2,27.0,3.0,1.9,8.2,573.504,259.1,189.26,2012-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2012,4,25.0,18.3,32.4,34.0,0.9,4.3,7.483333333333333,542.88,287.7,,2012-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2012,5,29.0,21.3,38.2,35.128,2.172,0.0,6.216129032258064,528.96,278.6,184.31,2012-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2012,5,32.7,23.6,35.5,22.0,2.9,0.9,7.8,595.776,365.0,223.52,2012-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2012,5,30.8,24.0,38.3,41.0,0.7,3.8,6.737931034482758,548.4479999999999,384.9,,2012-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2012,6,33.0,23.8,43.0,28.168,2.832,0.0,9.900000000000002,690.432,416.80000000000007,249.1,2012-06-01,1.2246467991473532e-16,-1.0
بلدروز,2012,6,36.4,27.4,44.3,15.0,3.9,0.0,10.7,723.8399999999998,443.2,309.38,2012-06-01,1.2246467991473532e-16,-1.0
خانقين,2012,6,35.5,26.7,43.4,22.0,0.6,0.0,10.17,701.568,463.97200000000004,,2012-06-01,1.2246467991473532e-16,-1.0
الخالص,2012,7,34.0,26.0,45.9,30.6544,2.9,0.0,10.850000000000001,723.8399999999998,450.6,279.85,2012-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2012,7,39.2,30.3,47.0,16.0,2.8,0.0,11.3,740.5440000000001,494.6,290.99,2012-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2012,7,38.2,29.8,46.7,23.0,0.9,0.0,10.641935483870968,709.92,552.3,,2012-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2012,8,34.0,24.6,44.1,30.456,2.3175999999999997,0.0,11.166666666666666,701.568,382.5,242.48,2012-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2012,8,37.8,28.3,44.9,17.0,3.8,0.0,11.3,707.136,520.3,319.79,2012-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2012,8,36.4,28.0,45.4,23.0,0.8,0.0,10.206451612903225,659.8079999999999,549.356,,2012-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2012,9,30.0,20.6,40.9,34.72,1.9880000000000002,0.0,10.353333333333332,604.1279999999999,281.8,188.66,2012-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2012,9,33.0,23.6,41.2,25.0,2.6,0.0,10.4,606.912,367.2,214.57,2012-09-01,-1.0,-1.8369701987210297e-16
خانقين,2012,9,32.2,23.6,42.2,25.0,0.6,0.0,9.866666666666667,581.8559999999999,414.84000000000003,,2012-09-01,-1.0,-1.8369701987210297e-16
الخالص,2012,10,25.0,17.6,33.7,45.3344,2.0279999999999996,22.2,7.1,406.46399999999994,169.7,133.11,2012-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2012,10,28.3,20.7,33.4,32.0,2.2,1.5,8.3,448.22400000000005,236.8,150.99,2012-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2012,10,26.5,19.6,35.0,30.0,0.6,29.8,6.715870967741935,386.976,249.0,,2012-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2012,11,16.0,12.1,24.2,63.872,1.3792,59.3,5.7,297.888,103.41,65.57,2012-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2012,11,19.4,12.3,22.9,66.0,1.8,43.0,5.7,300.672,98.2,68.17,2012-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2012,11,18.6,13.9,25.5,72.0,0.6,170.4,7.0184404761904755,325.72799999999995,126.3,,2012-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2012,12,11.0,6.7,17.7,64.4688,2.3207999999999998,41.4,5.370967741935484,258.91200000000003,60.6,57.12,2012-12-01,-2.4492935982947064e-16,1.0
بلدروز,2012,12,13.8,7.7,18.7,72.0,2.5,85.3,6.0,278.4,71.0,55.15,2012-12-01,-2.4492935982947064e-16,1.0
خانقين,2012,12,12.8,8.3,19.7,72.0,0.6,10.8,5.798573853989814,261.696,75.6,,2012-12-01,-2.4492935982947064e-16,1.0
الخالص,2013,1,8.9,5.1,16.1,66.4288,2.6872,67.5,5.729032258064513,286.752,68.6,53.61,2013-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2013,1,12.5,7.4,17.2,63.0,2.9,56.4,5.6,286.752,60.0,61.92,2013-01-01,0.49999999999999994,0.8660254037844387
خانقين,2013,1,10.8,9.8,17.9,78.0,0.8,72.7,4.8,256.128,41.6,,2013-01-01,0.49999999999999994,0.8660254037844387
الخالص,2013,2,12.9,9.0,20.2,60.556799999999996,3.1447999999999996,9.9,7.771428571428571,406.46399999999994,73.4,77.61,2013-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2013,2,15.3,9.5,21.0,58.0,2.8,5.3,8.3,425.952,87.8,79.41,2013-02-01,0.8660254037844386,0.5000000000000001
خانقين,2013,2,13.8,8.0,21.5,64.0,0.6,6.7,5.5731579310344825,334.08,175.132704,,2013-02-01,0.8660254037844386,0.5000000000000001
الخالص,2013,3,18.1,10.3,24.0,49.9296,3.1919999999999993,0.1,7.409677419354838,473.28,144.1,123.55,2013-03-01,1.0,6.123233995736766e-17
بلدروز,2013,3,20.3,13.8,26.5,40.0,3.8,87.0,8.1,501.1199999999999,204.4,157.34,2013-03-01,1.0,6.123233995736766e-17
خانقين,2013,3,17.7,10.9,26.0,60.0,0.8,0.9,7.2,462.144,232.4,,2013-03-01,1.0,6.123233995736766e-17
الخالص,2013,4,22.0,13.1,30.9,46.4928,2.56,1.7,9.31,615.264,191.6,158.99,2013-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2013,4,25.5,18.1,32.2,26.0,2.6,0.7,9.3,618.0479999999999,248.0,182.3,2013-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2013,4,23.9,16.4,32.2,44.0,0.6,6.3,8.6,584.64,304.088,,2013-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2013,5,28.3,18.0,33.9,34.553599999999996,2.1264000000000003,8.0,7.800000000000002,595.776,205.8,179.37,2013-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2013,5,27.6,22.0,33.4,47.0,2.3,175.3,7.4,579.072,244.4,172.42,2013-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2013,5,27.2,21.0,34.9,31.0,0.8,25.7,6.9,556.8,378.76000000000005,,2013-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2013,6,32.6,20.0,40.7,24.0,3.9,0.0,11.126666666666669,740.5440000000001,350.2,281.74,2013-06-01,1.2246467991473532e-16,-1.0
بلدروز,2013,6,34.6,26.5,42.1,19.0,3.3,0.0,11.5,757.248,430.7,280.21,2013-06-01,1.2246467991473532e-16,-1.0
خانقين,2013,6,34.0,25.2,42.7,23.0,0.5,0.0,9.9,690.432,472.9464,,2013-06-01,1.2246467991473532e-16,-1.0
الخالص,2013,7,34.8,22.7,43.4,24.0,3.4,0.0,11.464516129032258,746.1120000000001,471.5,294.2,2013-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2013,7,38.1,28.9,45.2,16.0,3.4,0.0,11.6,751.6800000000001,504.9,313.85,2013-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2013,7,36.3,27.1,45.8,28.0,0.5,0.0,10.8,718.272,601.3,,2013-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2013,8,33.6,22.2,43.2,29.0,2.6,0.0,11.558064516129033,718.272,336.7,246.98,2013-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2013,8,37.6,27.0,44.7,18.0,2.1,0.0,11.6,721.056,403.4,237.53,2013-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2013,8,35.7,26.6,45.0,25.0,0.6,0.0,10.1,657.024,562.0672000000001,,2013-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2013,9,30.2,24.8,40.0,31.0,2.0,0.0,10.309999999999999,601.344,259.4,191.29,2013-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2013,9,32.0,23.6,41.1,24.0,2.0,0.0,10.7,618.0479999999999,327.8,196.87,2013-09-01,-1.0,-1.8369701987210297e-16
خانقين,2013,9,31.0,22.7,41.3,29.0,0.6,0.0,10.0,584.64,410.88800000000003,,2013-09-01,-1.0,-1.8369701987210297e-16
الخالص,2013,10,24.5,11.5,31.6,46.86000000000001,2.1135999999999995,0.1,7.1,406.46399999999994,171.0,125.97,2013-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2013,10,24.3,16.1,32.8,29.0,1.9,2.4,9.4,484.41599999999994,220.0,141.05,2013-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2013,10,25.660000000000004,15.1,34.3,47.0,0.8,0.0,8.2,434.3039999999999,309.84319999999997,,2013-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2013,11,15.7,10.8,23.3,65.44640000000001,1.4350399999999999,101.8,5.2,283.968,56.5,61.99,2013-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2013,11,18.6,14.1,24.2,70.0,1.8,50.3,5.3,289.536,83.1,67.48,2013-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2013,11,17.119999999999997,13.2,24.6,66.0,0.9,181.1,5.6,286.752,114.53999999999999,,2013-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2013,12,11.7,3.3,15.4,64.96256,2.4649600000000005,41.9,5.5,261.696,39.4,51.84,2013-12-01,-2.4492935982947064e-16,1.0
بلدروز,2013,12,12.2,5.7,17.4,65.0,2.3,27.6,5.9,275.616,75.5,55.58,2013-12-01,-2.4492935982947064e-16,1.0
خانقين,2013,12,12.279999999999998,5.7,18.2,77.0,0.9,62.0,4.8,236.64,124.30640000000001,,2013-12-01,-2.4492935982947064e-16,1.0
الخالص,2014,1,9.5,4.3,16.6,66.09456,1.9,35.2,5.3,275.616,41.6,49.89,2014-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2014,1,11.1,7.0,16.0,83.0,2.2,82.9,5.0,270.048,62.7,40.85,2014-01-01,0.49999999999999994,0.8660254037844387
خانقين,2014,1,11.2,6.8,18.4,78.0,1.0,52.1,6.1,289.536,43.7,,2014-01-01,0.49999999999999994,0.8660254037844387
الخالص,2014,2,13.3,3.9,19.3,60.448159999999994,3.05376,13.0,7.5,398.112,86.0,73.61,2014-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2014,2,13.3,7.1,19.9,60.0,2.3,9.1,7.6,403.68,86.7,68.48,2014-02-01,0.8660254037844386,0.5000000000000001
خانقين,2014,2,12.1,6.0,20.7,64.0,0.7,12.1,7.2,381.408,111.3,,2014-02-01,0.8660254037844386,0.5000000000000001
الخالص,2014,3,17.8,10.2,25.2,50.87552,3.2504,13.5,8.3,506.688,126.4,127.48,2014-03-01,1.0,6.123233995736766e-17
بلدروز,2014,3,19.3,13.7,25.5,51.0,3.0,46.7,5.0,389.76,149.8,115.9,2014-03-01,1.0,6.123233995736766e-17
خانقين,2014,3,17.1,11.5,25.1,60.0,0.9,49.1,6.0,420.38399999999996,91.1,,2014-03-01,1.0,6.123233995736766e-17
الخالص,2014,4,21.6,13.9,31.4,47.87136,2.552,17.9,8.0,565.1519999999999,183.5,152.35,2014-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2014,4,25.4,18.1,32.1,37.0,2.4,18.4,8.6,590.208,204.7,165.29,2014-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2014,4,23.5,16.2,32.5,44.0,1.3,3.8,7.1,526.1759999999999,309.1776,,2014-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2014,5,28.5,19.4,37.9,35.32431999999999,2.15168,0.5,9.3,654.2399999999999,283.8,200.69,2014-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2014,5,32.1,24.1,39.1,22.0,2.3,0.001,9.6,668.16,301.1,220.05,2014-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2014,5,30.5,22.1,38.8,31.0,0.7,8.9,8.5,620.832,360.03200000000004,,2014-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2014,6,33.1,21.9,41.3,27.0616,3.0184,0.1,10.9,732.192,359.0,257.15,2014-06-01,1.2246467991473532e-16,-1.0
بلدروز,2014,6,35.7,27.1,43.5,18.0,3.2,0.001,11.0,734.9759999999999,402.8,281.14,2014-06-01,1.2246467991473532e-16,-1.0
خانقين,2014,6,34.4,25.0,43.1,23.0,0.7,0.0,11.4,751.6800000000001,468.85567999999995,,2014-06-01,1.2246467991473532e-16,-1.0
الخالص,2014,7,35.2,24.6,43.6,28.0,2.4,0.0,11.5,746.1120000000001,390.0,254.32,2014-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2014,7,37.8,29.1,45.7,17.0,3.6,0.0,11.6,751.6800000000001,478.0,320.44,2014-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2014,7,36.6,27.5,45.5,28.0,0.7,0.001,11.7,754.4639999999999,557.2296,,2014-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2014,8,35.5,24.5,44.9,26.0,2.0,0.0,11.6,718.272,388.3,236.03,2014-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2014,8,38.0,29.2,46.6,17.0,2.7,0.0,11.4,712.7040000000001,424.6,273.93,2014-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2014,8,37.1,27.6,46.4,25.0,1.0,0.0,9.584516129032258,634.752,537.42064,,2014-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2014,9,31.2,20.6,41.1,30.0,1.6,0.0,10.4,604.1279999999999,296.9,172.4,2014-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2014,9,33.3,24.9,41.8,22.0,2.3,0.0,10.6,615.264,341.2,209.76,2014-09-01,-1.0,-1.8369701987210297e-16
خانقين,2014,9,31.8,23.3,40.7,29.0,0.8,0.0,9.2,556.8,405.4656,,2014-09-01,-1.0,-1.8369701987210297e-16
الخالص,2014,10,23.6,15.7,32.4,46.0,1.9,12.8,7.3,412.032,175.0,127.13,2014-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2014,10,26.3,19.9,33.7,38.0,2.2,16.6,7.4,420.38399999999996,202.4,145.73,2014-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2014,10,24.5,18.0,32.5,47.0,0.8,43.9,6.7,386.976,297.19184,,2014-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2014,11,15.2,8.1,23.5,59.0,2.4,23.4,6.9,328.512,88.0,80.63,2014-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2014,11,17.1,11.7,23.8,54.0,1.9,42.1,6.7,328.512,111.8,78.7,2014-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2014,11,16.4,11.0,23.6,66.0,0.8,54.9,6.7,317.376,106.9,,2014-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2014,12,12.2,6.4,19.1,73.0,1.4,12.5,5.2,253.344,44.9,43.68,2014-12-01,-2.4492935982947064e-16,1.0
بلدروز,2014,12,14.3,8.9,20.9,64.0,2.1,2.2,6.3,286.752,78.0,60.36,2014-12-01,-2.4492935982947064e-16,1.0
خانقين,2014,12,13.0,8.2,19.9,77.0,0.5,31.1,6.1,270.048,47.1,,2014-12-01,-2.4492935982947064e-16,1.0
الخالص,2015,1,10.0,3.51,17.12,60.980000000000004,1.43,2.5,5.81068817204301,289.536,62.56,46.13,2015-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2015,1,12.2,6.2,18.9,55.0,2.3,11.5,6.2,303.456,93.9,64.81,2015-01-01,0.49999999999999994,0.8660254037844387
خانقين,2015,1,9.9,3.1,18.4,64.0,1.4,10.4,5.4,270.048,66.08,,2015-01-01,0.49999999999999994,0.8660254037844387
الخالص,2015,2,13.0,5.86,20.28,53.36,1.68,6.9,6.645002736726875,370.27200000000005,79.96,63.28,2015-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2015,2,15.0,9.1,21.4,50.0,3.1,23.9,6.6,373.05600000000004,119.9,87.43,2015-02-01,0.8660254037844386,0.5000000000000001
خانقين,2015,2,11.9,4.7,20.7,62.0,1.7,48.2,5.9,342.432,181.99924479999999,,2015-02-01,0.8660254037844386,0.5000000000000001
الخالص,2015,3,16.9,9.03,24.88,47.31999999999999,1.65,12.9,7.8975904655966955,492.76800000000003,153.71999999999997,103.57,2015-03-01,1.0,6.123233995736766e-17
بلدروز,2015,3,19.1,12.1,26.1,45.0,1.9,50.2,8.7,523.392,138.8,116.9,2015-03-01,1.0,6.123233995736766e-17
خانقين,2015,3,15.5,7.9,25.1,56.0,1.7,26.3,6.5,437.0879999999999,179.32,,2015-03-01,1.0,6.123233995736766e-17
الخالص,2015,4,22.1,13.08,30.29,37.5,1.89,0.0,7.89172906403941,562.3679999999999,197.32,140.68,2015-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2015,4,25.1,16.9,31.9,28.0,3.1,3.8,9.7,634.752,285.5,191.46,2015-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2015,4,20.4,11.4,32.5,42.0,1.8,0.0,7.2,531.7439999999999,287.49312,,2015-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2015,5,29.0,19.28,37.6,31.044999999999998,1.87,2.4,8.10774193548387,606.912,262.58000000000004,185.31,2015-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2015,5,32.5,24.5,39.9,22.0,2.3,1.6,9.3,657.024,343.8,220.07,2015-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2015,5,28.2,19.0,38.8,26.0,1.8,3.5,7.1,565.1519999999999,352.0384,,2015-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2015,6,33.2,23.98,41.18,24.43,2.17,0.0,10.387142857142859,709.92,373.14,223.36,2015-06-01,1.2246467991473532e-16,-1.0
بلدروز,2015,6,36.3,28.7,43.8,16.0,4.6,0.0,11.7,765.5999999999999,486.0,344.65,2015-06-01,1.2246467991473532e-16,-1.0
خانقين,2015,6,32.2,22.8,43.1,21.0,1.7,0.0,9.6,676.512,472.174816,,2015-06-01,1.2246467991473532e-16,-1.0
الخالص,2015,7,36.5,26.43,45.52,20.895,1.98,0.0,11.028236559139785,726.624,429.64,237.83,2015-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2015,7,39.3,30.2,47.2,17.0,3.2,0.0,11.2,734.9759999999999,488.4,307.89,2015-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2015,7,35.6,25.7,45.5,19.0,1.5,0.0,10.1,690.432,553.1675200000001,,2015-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2015,8,35.7,25.97,44.81,23.875,1.73,0.0,11.417849462365592,709.92,371.24,218.72,2015-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2015,8,38.8,30.0,47.5,20.0,2.9,0.0,11.4,712.7040000000001,475.2,288.98,2015-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2015,8,35.0,24.8,46.4,21.0,1.3,0.0,9.6,634.752,535.264768,,2015-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2015,9,32.3,23.13,41.82,28.65,1.47,5.8,10.08,592.992,285.9,168.28,2015-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2015,9,35.2,27.2,43.5,23.0,2.2,0.0,9.0,556.8,335.4,203.45,2015-09-01,-1.0,-1.8369701987210297e-16
خانقين,2015,9,32.7,24.0,40.7,21.0,1.1,0.0,9.1,551.232,396.43872,,2015-09-01,-1.0,-1.8369701987210297e-16
الخالص,2015,10,25.7,18.78,33.51,46.0,1.44,6.5,7.685304347826086,425.952,185.51999999999998,119.88,2015-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2015,10,28.4,22.5,35.9,38.0,2.3,106.8,7.2,412.032,231.4,157.8,2015-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2015,10,25.6,18.0,32.5,41.0,1.8,141.0,7.1,400.896,286.23420799999997,,2015-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2015,11,15.7,10.56,22.1,68.26,1.16,0.8,6.826266666666667,325.72799999999995,91.902,59.88,2015-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2015,11,16.4,12.4,22.7,71.0,1.9,76.5,7.4,348.0,89.8,70.59,2015-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2015,11,15.8,9.4,23.6,67.0,1.2,90.2,6.7,317.376,116.128,,2015-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2015,12,10.1,4.48,16.83,65.92,1.39,26.82,5.725672969966629,267.264,57.4,44.0,2015-12-01,-2.4492935982947064e-16,1.0
بلدروز,2015,12,11.0,6.8,16.8,75.0,1.8,54.6,6.7,295.104,53.9,44.29,2015-12-01,-2.4492935982947064e-16,1.0
خانقين,2015,12,10.6,4.2,19.9,69.0,1.2,72.3,5.7,258.91200000000003,87.08768,,2015-12-01,-2.4492935982947064e-16,1.0
الخالص,2016,1,9.6,4.31,15.59,63.8,1.71,5.6,5.686159139784945,286.752,57.352,45.17,2016-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2016,1,10.7,6.4,16.2,70.0,2.2,28.2,6.1,300.672,80.6,55.42,2016-01-01,0.49999999999999994,0.8660254037844387
خانقين,2016,1,9.0,3.2,16.8,71.0,1.3,24.6,5.3,267.264,49.815999999999995,,2016-01-01,0.49999999999999994,0.8660254037844387
الخالص,2016,2,14.0,7.86,20.77,60.32,1.78,26.5,6.805431855500821,375.84000000000003,79.55199999999999,63.22,2016-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2016,2,15.6,9.5,21.0,59.0,2.7,29.4,7.6,403.68,115.2,76.31,2016-02-01,0.8660254037844386,0.5000000000000001
خانقين,2016,2,12.8,5.5,19.1,65.0,1.4,38.3,6.1,348.0,147.15909376,,2016-02-01,0.8660254037844386,0.5000000000000001
الخالص,2016,3,17.0,10.2,23.85,55.23,1.9,12.8202,7.9530879855924566,495.552,155.004,102.3,2016-03-01,1.0,6.123233995736766e-17
بلدروز,2016,3,19.0,12.9,24.6,51.0,2.4,20.3,7.5,481.63200000000006,161.2,114.27,2016-03-01,1.0,6.123233995736766e-17
خانقين,2016,3,15.4,8.4,23.1,61.0,1.5,44.0,6.7,445.43999999999994,162.94400000000002,,2016-03-01,1.0,6.123233995736766e-17
الخالص,2016,4,22.8,14.67,30.93,48.269999999999996,1.47,60.1,8.00248866995074,565.1519999999999,203.404,127.53,2016-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2016,4,25.4,17.8,32.1,43.0,2.0,69.4,9.4,620.832,227.2,155.77,2016-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2016,4,21.0,12.5,29.5,52.0,1.6,44.4,7.3,534.528,281.051744,,2016-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2016,5,28.3,19.34,36.24,36.94,1.62,2.8802000000000003,7.846064516129033,595.776,263.476,169.67,2016-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2016,5,31.4,24.2,37.2,26.0,2.6,4.1,9.7,673.7279999999998,322.1,222.51,2016-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2016,5,26.8,17.8,37.5,38.0,1.9,4.6,7.1,565.1519999999999,341.54607999999996,,2016-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2016,6,33.0,22.82,41.46,30.244999999999997,1.67,0.04,10.509904761904764,715.488,370.52799999999996,203.28,2016-06-01,1.2246467991473532e-16,-1.0
بلدروز,2016,6,36.2,27.5,42.1,21.0,2.3,0.0,10.9,732.192,370.1,237.98,2016-06-01,1.2246467991473532e-16,-1.0
خانقين,2016,6,32.2,22.9,41.5,23.0,1.8,0.0,9.8,684.864,461.24977920000003,,2016-06-01,1.2246467991473532e-16,-1.0
الخالص,2016,7,35.6,25.59,44.51,27.224999999999998,1.71,0.0,11.070550537634409,732.192,429.688,223.92,2016-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2016,7,38.8,29.8,45.3,18.0,2.8,0.0,11.4,743.3279999999999,449.3,283.16,2016-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2016,7,35.0,25.2,45.5,20.0,1.3,0.0,10.3,696.0,548.9394239999999,,2016-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2016,8,35.6,25.29,45.83,28.91,1.34,0.0,11.449806451612904,709.92,377.188,206.58,2016-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2016,8,39.1,30.1,47.1,19.0,2.6,0.0,11.0,696.0,445.7,269.08,2016-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2016,8,35.8,25.5,45.2,19.0,1.0,0.0,9.7,640.3199999999999,524.8817216,,2016-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2016,9,29.8,19.86,39.4,34.64,1.29,1.18,10.247333333333334,598.5600000000001,284.58000000000004,158.16,2016-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2016,9,32.8,24.6,40.0,23.0,2.5,0.0,10.2,601.344,333.7,212.65,2016-09-01,-1.0,-1.8369701987210297e-16
خانقين,2016,9,29.4,19.7,41.5,25.0,1.1,0.0,9.3,559.584,394.38646400000005,,2016-09-01,-1.0,-1.8369701987210297e-16
الخالص,2016,10,24.0,15.61,33.31,40.63,1.03,9.1402,7.411060869565217,414.816,177.904,104.7,2016-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2016,10,27.7,19.7,35.5,25.0,1.9,0.001,11.0,534.528,239.0,145.41,2016-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2016,10,24.8,15.4,33.3,28.0,1.4,0.0,7.1,400.896,275.05384960000004,,2016-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2016,11,16.1,8.51,25.11,39.75,1.73,37.260400000000004,6.389920000000001,317.376,87.1824,82.15,2016-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2016,11,17.0,14.6,41.3,35.0,2.0,0.001,7.1,339.6479999999999,127.6,128.67,2016-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2016,11,16.0,8.2,22.2,37.0,2.0,15.5,6.4,309.02399999999994,111.37360000000001,,2016-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2016,12,11.3,4.196,17.285999999999998,66.515072,1.971952,25.503999999999998,5.59725917686318,264.48,55.48,49.57,2016-12-01,-2.4492935982947064e-16,1.0
بلدروز,2016,12,11.1,9.7,36.3,60.0,2.1,38.4,4.9,250.55999999999995,77.0,104.51,2016-12-01,-2.4492935982947064e-16,1.0
خانقين,2016,12,9.7,4.0,17.0,71.0,1.7,28.3,5.6,258.91200000000003,91.245216,,2016-12-01,-2.4492935982947064e-16,1.0
